,episode_name,dialogue,person_scene,season,episode,persons_bert,num_sentences
6585,Series 02 Episode 10 – The Vartabedian Conundrum,I’m going to bed.,Leonard,02,10,[],1
6588,Series 02 Episode 10 – The Vartabedian Conundrum," No, absolutely not.",Leonard,02,10,[],1
6590,Series 02 Episode 10 – The Vartabedian Conundrum," I don’t care what the symptoms are, my girlfriend is not going to give you a prostate exam.",Leonard,02,10,[],1
6593,Series 02 Episode 10 – The Vartabedian Conundrum," Oh come on! Sheldon, we don’t ask questions like that.",Leonard,02,10,['Sheldon'],2
6605,Series 02 Episode 10 – The Vartabedian Conundrum," She’s heard about you because we’re, you know, involved and you haven’t heard about her because… I never slept with her, I swear!",Leonard,02,10,[],1
6607,Series 02 Episode 10 – The Vartabedian Conundrum," Thank you, Sheldon.",Leonard,02,10,['Sheldon'],1
6609,Series 02 Episode 10 – The Vartabedian Conundrum," Look, I’m just saying, um, Penny is one of our many neighbours, you know, and in our building, neighbours come and go, it’s very casual, no dress code. In fact, some mornings I’ll just mosey down to the third floor in my pyjamas and have cereal with Mrs. Vartabedian.",Leonard,02,10,"['Penny', 'V']",2
6611,Series 02 Episode 10 – The Vartabedian Conundrum," She doesn’t like you. Um, well, uh, you have a gall bladder to remove and I have to get in the shower and Penny has clothes to put on, so…",Leonard,02,10,['Penny'],2
6615,Series 02 Episode 10 – The Vartabedian Conundrum," Okay, bye-bye.",Leonard,02,10,[],1
6619,Series 02 Episode 10 – The Vartabedian Conundrum,Why do I feel like I’m the one that just got the prostate exam?,Leonard,02,10,[],1
6624,Series 02 Episode 10 – The Vartabedian Conundrum,We’re not living together.,Leonard,02,10,[],1
6626,Series 02 Episode 10 – The Vartabedian Conundrum,We’re not living together.,Leonard,02,10,[],1
6628,Series 02 Episode 10 – The Vartabedian Conundrum,How could I not be sure?,Leonard,02,10,[],1
6630,Series 02 Episode 10 – The Vartabedian Conundrum,Don’t you think if a woman was living with me I’d be the first one to know about it?,Leonard,02,10,[],1
6632,Series 02 Episode 10 – The Vartabedian Conundrum,We’re not living together.,Leonard,02,10,[],1
6634,Series 02 Episode 10 – The Vartabedian Conundrum,We’re not living together.,Leonard,02,10,[],1
6636,Series 02 Episode 10 – The Vartabedian Conundrum," Uh, the big dog is Goofy, and the older couple with the mouse ears , I have no idea. We’re not living together!",Leonard,02,10,"['Go', '##of', '##y']",2
6638,Series 02 Episode 10 – The Vartabedian Conundrum,We’re not… Where’s my Bat Signal?,Leonard,02,10,[],1
6640,Series 02 Episode 10 – The Vartabedian Conundrum," I did. It was right here. She must’ve… Oh, my God, we’re living together.",Leonard,02,10,[],3
6644,Series 02 Episode 10 – The Vartabedian Conundrum," Yeah, Stephanie got them for me.",Leonard,02,10,['Stephanie'],1
6646,Series 02 Episode 10 – The Vartabedian Conundrum," Actually, I think it’s more of wool, fire ant blend.",Leonard,02,10,[],1
6648,Series 02 Episode 10 – The Vartabedian Conundrum," It is actually. In fact, I gave it a lot of thought and I decided it was time for us to live together.",Leonard,02,10,[],2
6650,Series 02 Episode 10 – The Vartabedian Conundrum,At least I have an egg. What do you have?,Leonard,02,10,[],2
6652,Series 02 Episode 10 – The Vartabedian Conundrum," So, go hit on her.",Leonard,02,10,[],1
6657,Series 02 Episode 10 – The Vartabedian Conundrum," I don’t care what you guys think, Stephanie and I are very happy living together. I will give either of you 20 dollars, right now to trade pants with me.",Leonard,02,10,['Stephanie'],2
6673,Series 02 Episode 10 – The Vartabedian Conundrum," Oh, good. Do you have any fabric softener?",Leonard,02,10,[],2
6675,Series 02 Episode 10 – The Vartabedian Conundrum," No, the pants that Stephanie got me.",Leonard,02,10,['Stephanie'],1
6677,Series 02 Episode 10 – The Vartabedian Conundrum,Are you sure?,Leonard,02,10,[],1
6679,Series 02 Episode 10 – The Vartabedian Conundrum," Oh, no. I wish you’d told me that sooner.",Leonard,02,10,[],2
6681,Series 02 Episode 10 – The Vartabedian Conundrum," No, everything’s fine.",Leonard,02,10,[],1
6683,Series 02 Episode 10 – The Vartabedian Conundrum," Yeah. It’s wonderful. Okay, maybe this whole living together happened kind of suddenly, but it’s fine, it’s great.",Leonard,02,10,[],3
6685,Series 02 Episode 10 – The Vartabedian Conundrum,Are you sure? That doesn’t sound right.,Leonard,02,10,[],2
6687,Series 02 Episode 10 – The Vartabedian Conundrum,No that doesn’t sound right either.,Leonard,02,10,[],1
6689,Series 02 Episode 10 – The Vartabedian Conundrum," Yeah, I could say something like that to her. I’ll go do that. Thank you.",Leonard,02,10,[],3
6691,Series 02 Episode 10 – The Vartabedian Conundrum,You have a really good grasp on this. Maybe you could talk to her?,Leonard,02,10,[],2
6693,Series 02 Episode 10 – The Vartabedian Conundrum," No, but that’s okay. I’ll go talk to her. Want to come with?",Leonard,02,10,[],3
6703,Series 02 Episode 10 – The Vartabedian Conundrum,Hey.,Leonard,02,10,[],1
6705,Series 02 Episode 10 – The Vartabedian Conundrum,Sheldon. (He waves) What’s going on?,Leonard,02,10,['Sheldon'],2
6707,Series 02 Episode 10 – The Vartabedian Conundrum," Careful, if you don’t get it all, it’ll only come back worse.",Leonard,02,10,[],1
6709,Series 02 Episode 10 – The Vartabedian Conundrum," Listen, we need to talk.",Leonard,02,10,[],1
6711,Series 02 Episode 10 – The Vartabedian Conundrum,I don’t know what that means.,Leonard,02,10,[],1
6713,Series 02 Episode 10 – The Vartabedian Conundrum," Okay, um, well, look, it’s just that things between you and me have been going pretty quick.",Leonard,02,10,[],1
6715,Series 02 Episode 10 – The Vartabedian Conundrum,It’s just a little scary.,Leonard,02,10,[],1
6717,Series 02 Episode 10 – The Vartabedian Conundrum," Sure, when is scary not good? But, okay, um, I have feelings, right?",Leonard,02,10,[],2
6719,Series 02 Episode 10 – The Vartabedian Conundrum," Okay, and it’s perfectly okay to express those feelings, right?",Leonard,02,10,[],1
6721,Series 02 Episode 10 – The Vartabedian Conundrum," Okay, well, I ju… I think it’s important to remember that we move at a pace that is our speed and… oh, shoot, I had it!",Leonard,02,10,[],1
6723,Series 02 Episode 10 – The Vartabedian Conundrum,What’s that? Really? Right now?,Leonard,02,10,[],3
6725,Series 02 Episode 10 – The Vartabedian Conundrum," I just ate, aren’t you supposed to wait an hour?",Leonard,02,10,[],1
6727,Series 02 Episode 10 – The Vartabedian Conundrum," Oh, okay. I just hope I don’t get cramps.",Leonard,02,10,[],2
6730,Series 02 Episode 10 – The Vartabedian Conundrum,Hey.,Leonard,02,10,[],1
6732,Series 02 Episode 10 – The Vartabedian Conundrum,Thank you.,Leonard,02,10,[],1
6734,Series 02 Episode 10 – The Vartabedian Conundrum,Good.,Leonard,02,10,[],1
6736,Series 02 Episode 10 – The Vartabedian Conundrum," Well, um, on one level, really, really well.",Leonard,02,10,[],1
6738,Series 02 Episode 10 – The Vartabedian Conundrum," Not specifically, but, uh, I did tell her that I had feelings.",Leonard,02,10,[],1
6740,Series 02 Episode 10 – The Vartabedian Conundrum," And then the, the subject got changed somehow.",Leonard,02,10,[],1
6742,Series 02 Episode 10 – The Vartabedian Conundrum," Um, little bit. (She looks at her watch) What?",Leonard,02,10,[],2
6744,Series 02 Episode 10 – The Vartabedian Conundrum," Yeah, yeah it’s all good. Everything’s going to work out. One way or another.",Leonard,02,10,[],3
6746,Series 02 Episode 10 – The Vartabedian Conundrum,Really?,Leonard,02,10,[],1
6748,Series 02 Episode 10 – The Vartabedian Conundrum,Huh.,Leonard,02,10,[],1
6750,Series 02 Episode 10 – The Vartabedian Conundrum," Nothing, just rethinking my whole life. Okay, here’s the thing, I’m afraid that if I ask her to move out, she’ll just dump me.",Leonard,02,10,[],2
6752,Series 02 Episode 10 – The Vartabedian Conundrum," Very comforting. Okay, so what do I say to her?",Leonard,02,10,[],2
6754,Series 02 Episode 10 – The Vartabedian Conundrum," I really like you, but I want to see how things go with Mark?",Leonard,02,10,['Mark'],1
6758,Series 02 Episode 10 – The Vartabedian Conundrum," Oh, right, yeah, um, so, Stephanie, here’s the thing. I really like you.",Leonard,02,10,['Stephanie'],2
6760,Series 02 Episode 10 – The Vartabedian Conundrum,What speech?,Leonard,02,10,[],1
6762,Series 02 Episode 10 – The Vartabedian Conundrum," No! No, no! I wasn’t going to say any of that. I was just going to say, I really like you.",Leonard,02,10,[],4
6764,Series 02 Episode 10 – The Vartabedian Conundrum,Terrific.,Leonard,02,10,[],1
6766,Series 02 Episode 10 – The Vartabedian Conundrum,Hey.,Leonard,02,10,[],1
6769,Series 02 Episode 10 – The Vartabedian Conundrum," Yeah, Stephanie got it for me. It’s kind of fun.",Leonard,02,10,['Stephanie'],2
6771,Series 02 Episode 10 – The Vartabedian Conundrum," Yeah, yeah, that’s the fun part. We’re also getting new curtains for my bedroom, and a dust ruffle, and a duvet, and I don’t even know what a duvet is but I’m pretty sure if I did I wouldn’t want one, but every time I talk to her about moving out she cries and we have sex.",Leonard,02,10,[],2
6774,Series 02 Episode 10 – The Vartabedian Conundrum,Isn’t that kind of cowardly?,Leonard,02,10,[],1
6777,Series 02 Episode 10 – The Vartabedian Conundrum,Sold. “I think it would be better for our relationship if you moved back to your place.” There. It’s done.,Leonard,02,10,[],3
6779,Series 02 Episode 10 – The Vartabedian Conundrum," Yeah, good for me. I’ll never have sex again. (Phone buzzes) I was wrong. See ya.",Leonard,02,10,[],4
6796,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Raj, please, let’s stay serious here. Superman’s body is Kryptonian, therefore his sweat is Kryptonian.",Leonard,02,11,"['Raj', 'Superman']",2
6808,Series 02 Episode 11 – The Bath Item Gift Hypothesis,It’s David Underhill. So what?,Leonard,02,11,['David'],2
6810,Series 02 Episode 11 – The Bath Item Gift Hypothesis," I have two words for you. The first is big, the other’s whoop.",Leonard,02,11,[],2
6812,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Did not.,Leonard,02,11,[],1
6814,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Did… okay, maybe  some of it, but, look, the guy was just in the right place, at the right time with the right paradigm-shifting reinterpretation of the universe. He got lucky.",Leonard,02,11,[],2
6819,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Uh, yeah.",Leonard,02,11,[],1
6821,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Uh, y-yeah.",Leonard,02,11,[],1
6823,Series 02 Episode 11 – The Bath Item Gift Hypothesis,You want to work with me?,Leonard,02,11,[],1
6825,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Wow, y-yeah, sure. Yeah, no problem. Uh, Here’s my home number, here’s my cell, here’s my office, here’s my parents’ number up in New Jersey, they always know how to reach me. So…",Leonard,02,11,[],4
6827,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Congratulations on the MacArthur Grant, by the way. Big fan.",Leonard,02,11,[],2
6829,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Okay. Bye-bye! What are you looking at?You’ve never seen a hypocrite before?,Leonard,02,11,[],3
6837,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Actually, I was…",Leonard,02,11,[],1
6839,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Come on, it’s just a video game. And we suck at it.",Leonard,02,11,[],2
6842,Series 02 Episode 11 – The Bath Item Gift Hypothesis,I was working with Dave Underhill.,Leonard,02,11,['Dave'],1
6844,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Actually, he’s pretty cool. I mean, not only is he a brilliant scientist, but it turns out he’s a Black Diamond skier, he collects vintage motorcycles, he plays in a rock band.",Leonard,02,11,[],2
6846,Series 02 Episode 11 – The Bath Item Gift Hypothesis," No, we play Rock Band on our X-Box.",Leonard,02,11,[],1
6848,Series 02 Episode 11 – The Bath Item Gift Hypothesis," He’s funny, too. He does this hysterical impersonation of Stephen Hawking having phone sex. What are you wearing? That’s not, he does it better. Anyway, he said he was gonna take me to the gym tomorrow, so I’m gonna go practice my situps.",Leonard,02,11,['Stephen'],5
6873,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Ow! Ow!,Leonard,02,11,[],2
6875,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Yeah, I guess.",Leonard,02,11,[],1
6877,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Thanks for letting me try out your motorcycle.,Leonard,02,11,[],1
6879,Series 02 Episode 11 – The Bath Item Gift Hypothesis," I had no idea it was so heavy. The thing just fell right over on me, didn’t it?",Leonard,02,11,[],2
6882,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Oh, yeah. It’s just a little motorcycle accident.",Leonard,02,11,[],2
6884,Series 02 Episode 11 – The Bath Item Gift Hypothesis,I don’t know. It’s all such a blur.,Leonard,02,11,[],2
6890,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Yeah, lucky for the bike it landed on my leg.",Leonard,02,11,[],1
6897,Series 02 Episode 11 – The Bath Item Gift Hypothesis,I’m not indoorsy. I just wear the appropriate sun block because I don’t take melanoma lightly.,Leonard,02,11,[],2
6900,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Yeah, we’re examining the radiation levels of photomultiplier tubes for a new dark matter detector.",Leonard,02,11,[],1
6902,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Since when?,Leonard,02,11,[],1
6908,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Since when?,Leonard,02,11,[],1
6911,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Uh, yeah. I guess.",Leonard,02,11,[],2
6915,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Yeah, if you like that type.",Leonard,02,11,[],1
6917,Series 02 Episode 11 – The Bath Item Gift Hypothesis," No, just neighbours.",Leonard,02,11,[],1
6919,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Actually, science is my lady.",Leonard,02,11,[],1
6922,Series 02 Episode 11 – The Bath Item Gift Hypothesis," See ya. ‘Bye, Penny. Have fun. (Bangs head on door. Sheldon opens it.)",Leonard,02,11,"['Penny', 'Sheldon']",5
6927,Series 02 Episode 11 – The Bath Item Gift Hypothesis," What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla. It’s as if my head were trapped in the pyjamas of a sultan.",Leonard,02,11,[],2
6947,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Oh, hey, Dave. And Penny, what a surprise.",Leonard,02,11,"['Dave', 'Penny']",2
6949,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Yeah, I know. I’ve been offering to show you around for a year and a half. You always said you had yoga.",Leonard,02,11,[],3
6951,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Maybe I heard you wrong. A lot of words sound like yoga.,Leonard,02,11,[],2
6954,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Yes, please shut up. So, um, Dave, don’t you think you and I should get back to the lab? You know, that dark matter isn’t going to detect itself.",Leonard,02,11,['Dave'],3
6962,Series 02 Episode 11 – The Bath Item Gift Hypothesis," That’s funny. By the way, my leg is killing me. Thanks for asking.",Leonard,02,11,[],3
6965,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Yippee.,Leonard,02,11,[],1
6967,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Brilliant.,Leonard,02,11,[],1
6969,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Do whatever you want.,Leonard,02,11,[],1
6972,Series 02 Episode 11 – The Bath Item Gift Hypothesis,My leg is killing me. Thanks for asking.,Leonard,02,11,[],2
6974,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Okay, I have just one question for you. While I am perfectly happy with the way things are between us, you said that you didn’t want to go out with me because I was too smart for you! Well, news flash, lady, David Underhill is ten times smarter than me! You’d have to drive a railroad spike into his brain for me to beat him at checkers! Next to him, I’m like one of those sign-language gorillas who knows how to ask for grapes! So, my question is, what’s up with that?",Leonard,02,11,['David'],6
6976,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Sorry, I’m sorry, I’m sorry! Never mind, we’re cool.",Leonard,02,11,[],2
6978,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Really? Why would you say that?,Leonard,02,11,[],2
6980,Series 02 Episode 11 – The Bath Item Gift Hypothesis,He tried to take nude photos of you?,Leonard,02,11,[],1
6982,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Oh, yeah. I’m so… oh, that’s terrible.",Leonard,02,11,[],2
6984,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Well, uh, the important thing is he’s married and that’s terrible!",Leonard,02,11,[],1
6986,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Lactose.,Leonard,02,11,[],1
6988,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Smooth.,Leonard,02,11,[],1
6990,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Come on, it’s Christmas, just give me this one.",Leonard,02,11,[],1
6992,Series 02 Episode 11 – The Bath Item Gift Hypothesis," By the way, my leg is killing me. Thanks for asking.",Leonard,02,11,[],2
6995,Series 02 Episode 11 – The Bath Item Gift Hypothesis,Merry Christmas.,Leonard,02,11,[],1
6997,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Very good, thanks for asking. Come on in.",Leonard,02,11,[],2
7010,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Oh, a gift certificate for motorcycle lessons. Very thoughtful.",Leonard,02,11,[],2
7012,Series 02 Episode 11 – The Bath Item Gift Hypothesis," Oh, then, I think you’ll appreciate what I got you.",Leonard,02,11,[],1
7014,Series 02 Episode 11 – The Bath Item Gift Hypothesis," You know, ’cause you’re so into science.",Leonard,02,11,[],1
7018,Series 02 Episode 11 – The Bath Item Gift Hypothesis,It’s a Saturnalia miracle.,Leonard,02,11,[],1
7028,Series 02 Episode 12 – The Killer Robot Instability,Maybe we should start small.,Leonard,02,12,[],1
7032,Series 02 Episode 12 – The Killer Robot Instability,How about the toaster oven?,Leonard,02,12,[],1
7034,Series 02 Episode 12 – The Killer Robot Instability," What did I ever do to Jimmy Mullins in the third grade? He still punched me in the face with my own fists. Sorry, you little nerd, you were just in the wrong boys’ room at the wrong time.",Leonard,02,12,['Jimmy'],3
7038,Series 02 Episode 12 – The Killer Robot Instability,That’ll do it.,Leonard,02,12,[],1
7045,Series 02 Episode 12 – The Killer Robot Instability,Uh-huh?,Leonard,02,12,[],1
7047,Series 02 Episode 12 – The Killer Robot Instability,Killer robot. We built it.,Leonard,02,12,[],2
7058,Series 02 Episode 12 – The Killer Robot Instability," Howard, why don’t we just work on the robot?",Leonard,02,12,['Howard'],1
7062,Series 02 Episode 12 – The Killer Robot Instability," I’m begging you, stop talking.",Leonard,02,12,[],1
7071,Series 02 Episode 12 – The Killer Robot Instability," Howard, where you going?",Leonard,02,12,['Howard'],1
7073,Series 02 Episode 12 – The Killer Robot Instability,Wow.,Leonard,02,12,[],1
7075,Series 02 Episode 12 – The Killer Robot Instability,He said maybe we should enter you in the killer robot competition.,Leonard,02,12,[],1
7091,Series 02 Episode 12 – The Killer Robot Instability," I don’t know, now they’re just yelling about Popsicles. Sounds like Penny really got to him.",Leonard,02,12,"['Pop', '##cles', 'Penny']",2
7094,Series 02 Episode 12 – The Killer Robot Instability," Yes, we did, Kripke.",Leonard,02,12,"['K', '##rip']",1
7097,Series 02 Episode 12 – The Killer Robot Instability," Come on, is that really necessary?",Leonard,02,12,[],1
7109,Series 02 Episode 12 – The Killer Robot Instability," No, don’t make it so. Barry, we can’t fight you tomorrow, our engineer is incapacitated.",Leonard,02,12,['Barry'],2
7116,Series 02 Episode 12 – The Killer Robot Instability," Hey, you got a minute?",Leonard,02,12,[],1
7118,Series 02 Episode 12 – The Killer Robot Instability,I need you to apologize to How…,Leonard,02,12,['How'],1
7120,Series 02 Episode 12 – The Killer Robot Instability,Come on. Wolowitz won’t come out of his house and we need him for a robot battle.,Leonard,02,12,"['W', '##olo', '##witz']",2
7122,Series 02 Episode 12 – The Killer Robot Instability,The robot didn’t hurt his feelings.,Leonard,02,12,[],1
7124,Series 02 Episode 12 – The Killer Robot Instability,He’s been in bed for two days.,Leonard,02,12,[],1
7126,Series 02 Episode 12 – The Killer Robot Instability,He’s not with a… does it really matter who or what he’s with? The guy is devastated.,Leonard,02,12,[],2
7128,Series 02 Episode 12 – The Killer Robot Instability," Okay, don’t take this as a criticism, but you kind of have that overexposed-to-gamma-rays thing going on.",Leonard,02,12,[],1
7130,Series 02 Episode 12 – The Killer Robot Instability," You know, like, most of the time, you’re the easygoing Bruce Banner, but then, when you get angry, you kind of turn into, like, you know, grrrrr!",Leonard,02,12,['Bruce'],1
7132,Series 02 Episode 12 – The Killer Robot Instability," Seriously? Gamma rays? Bruce Banner? You didn’t get The Incredible Hulk from that? Never mind, just, please go talk to him.",Leonard,02,12,['Bruce'],5
7134,Series 02 Episode 12 – The Killer Robot Instability," Well, maybe you can go at it from a different angle, like, um, you see a glimmer of goodness in him and you only said what you said because you want to nurture it and make it shine.",Leonard,02,12,[],1
7136,Series 02 Episode 12 – The Killer Robot Instability," Okay, let’s try it this way. Remember the day that we first met and you asked me to go to your boyfriend’s apartment to get your TV back and he was nine feet tall and he took my pants off and you said… what was that? What did you say? Oh, yes, you said you owed me one.",Leonard,02,12,[],4
7138,Series 02 Episode 12 – The Killer Robot Instability,I came home with no pants.,Leonard,02,12,[],1
7140,Series 02 Episode 12 – The Killer Robot Instability,Thank you. I should probably give you a heads up about his mother.,Leonard,02,12,[],2
7142,Series 02 Episode 12 – The Killer Robot Instability,She’s a delightful woman. You’ll love her.,Leonard,02,12,[],2
7161,Series 02 Episode 12 – The Killer Robot Instability," Oh, my God. That’s Kripke’s robot?",Leonard,02,12,"['K', '##rip', '##ke']",2
7164,Series 02 Episode 12 – The Killer Robot Instability," Sheldon, we have to call it off.",Leonard,02,12,['Sheldon'],1
7166,Series 02 Episode 12 – The Killer Robot Instability," Oh, please, we’ve spent our whole lives running away from fights. Personally, I can squeeze through a hole in a fence half my size.",Leonard,02,12,[],2
7170,Series 02 Episode 12 – The Killer Robot Instability,You want to prepare him? Install a bladder and a pair of shorts so he can wet himself.,Leonard,02,12,[],2
7172,Series 02 Episode 12 – The Killer Robot Instability,Not yet.,Leonard,02,12,[],1
7194,Series 02 Episode 12 – The Killer Robot Instability,Nice little bot you’ve got here.,Leonard,02,12,[],1
7196,Series 02 Episode 12 – The Killer Robot Instability," What’s this do, spin?",Leonard,02,12,[],1
7198,Series 02 Episode 12 – The Killer Robot Instability," Neat. Good work. Sheldon, we’ve got to call this off.",Leonard,02,12,['Sheldon'],3
7206,Series 02 Episode 12 – The Killer Robot Instability," I just want to make sure that we’re all clear, standard robotic fighting league rules apply.",Leonard,02,12,[],1
7216,Series 02 Episode 12 – The Killer Robot Instability," Run, Monte, run!",Leonard,02,12,['Monte'],1
7218,Series 02 Episode 12 – The Killer Robot Instability," Go, go, go, go!",Leonard,02,12,[],1
7221,Series 02 Episode 12 – The Killer Robot Instability," Well, so much for making up for the emotional wounds of childhood.",Leonard,02,12,[],1
7225,Series 02 Episode 12 – The Killer Robot Instability,Forget the robot. What happened to you?,Leonard,02,12,[],2
7235,Series 02 Episode 12 – The Killer Robot Instability,Penny.,Leonard,02,12,['Penny'],1
7242,Series 02 Episode 13 – The Friendship Algorithm," Ah, no kidding! A Fu Man Chu? A handlebar pencil?",Leonard,02,13,[],3
7247,Series 02 Episode 13 – The Friendship Algorithm," Alright this is cruel, we better let him finish before his head explodes.",Leonard,02,13,[],1
7253,Series 02 Episode 13 – The Friendship Algorithm,Hey Kripke.,Leonard,02,13,"['K', '##rip']",1
7258,Series 02 Episode 13 – The Friendship Algorithm," Alright, please don’t cheer me up anymore.",Leonard,02,13,[],1
7264,Series 02 Episode 13 – The Friendship Algorithm,Good luck getting time on it. The only people he lets use it are his friends.,Leonard,02,13,[],2
7273,Series 02 Episode 13 – The Friendship Algorithm,There you go. Now any e-mail from Wolowitz will go right into your spam folder.,Leonard,02,13,"['W', '##olo', '##witz']",2
7275,Series 02 Episode 13 – The Friendship Algorithm," Yeah, I got the same one. And that’s not a bathing suit, it’s a tan line.",Leonard,02,13,[],2
7278,Series 02 Episode 13 – The Friendship Algorithm,Oh he’s trying to make a new friend.,Leonard,02,13,[],1
7280,Series 02 Episode 13 – The Friendship Algorithm," Well, unless he’s makes one out of wood like Gepetto, I don’t think it’s gonna happen.",Leonard,02,13,"['G', '##ep', '##etto']",1
7282,Series 02 Episode 13 – The Friendship Algorithm,There was a flier on the bulletin board at the university. Roommate wanted. Whistlers need not apply.,Leonard,02,13,[],3
7284,Series 02 Episode 13 – The Friendship Algorithm,I assumed he was joking. You’d be surprised how many particle physicists have a whimsical side.,Leonard,02,13,[],2
7286,Series 02 Episode 13 – The Friendship Algorithm," I don’t know, how do carbon atoms form a benzene ring? Proximity and valence electrons.",Leonard,02,13,[],2
7288,Series 02 Episode 13 – The Friendship Algorithm,I suppose. I do miss whistling though.,Leonard,02,13,[],2
7308,Series 02 Episode 13 – The Friendship Algorithm,I answered every question Sheldon.,Leonard,02,13,['Sheldon'],1
7310,Series 02 Episode 13 – The Friendship Algorithm," Aw, you picked up on that huh?",Leonard,02,13,[],1
7312,Series 02 Episode 13 – The Friendship Algorithm," Come on! There’s over 200 questions. And look at some of these things. Sheldon is to camaraderie, as the space shuttle is to blank?",Leonard,02,13,['Sheldon'],4
7314,Series 02 Episode 13 – The Friendship Algorithm,Hold on. I put some real work into that!,Leonard,02,13,[],2
7316,Series 02 Episode 13 – The Friendship Algorithm," It’s kinda cute, until you get to the scrotum.",Leonard,02,13,[],1
7318,Series 02 Episode 13 – The Friendship Algorithm," Sheldon, I’m not going to defend a big-balled raccoon.",Leonard,02,13,['Sheldon'],1
7320,Series 02 Episode 13 – The Friendship Algorithm," What I’m trying to say is that, maybe you can’t approach this as a purely intellectual exercise.",Leonard,02,13,[],1
7322,Series 02 Episode 13 – The Friendship Algorithm," Well, remember when you tried to learn how to swim using the internet?",Leonard,02,13,[],1
7324,Series 02 Episode 13 – The Friendship Algorithm,On the floor.,Leonard,02,13,[],1
7326,Series 02 Episode 13 – The Friendship Algorithm,Then why learn how to swim?,Leonard,02,13,[],1
7328,Series 02 Episode 13 – The Friendship Algorithm," No! no, my point is, if you want to learn how to make friends, then just go out to a coffee shop or a museum. Meet people. Talk to them. Take an interest in their lives.",Leonard,02,13,[],5
7330,Series 02 Episode 13 – The Friendship Algorithm,Where are we going?,Leonard,02,13,[],1
7332,Series 02 Episode 13 – The Friendship Algorithm,Why don’t you just lie down on the floor and swim there?,Leonard,02,13,[],1
7339,Series 02 Episode 13 – The Friendship Algorithm," Okay, if you’re gonna start sniffing people, I’m gonna go get a hot pretzel.",Leonard,02,13,[],1
7354,Series 02 Episode 13 – The Friendship Algorithm," Sheldon, what are you doing?",Leonard,02,13,['Sheldon'],1
7358,Series 02 Episode 13 – The Friendship Algorithm," No you’re not, let’s go.",Leonard,02,13,[],1
7360,Series 02 Episode 13 – The Friendship Algorithm," Don’t look up, there’s cameras.",Leonard,02,13,[],1
7366,Series 02 Episode 13 – The Friendship Algorithm," Sheldon, there is no algorithm for making friends!",Leonard,02,13,['Sheldon'],1
7370,Series 02 Episode 13 – The Friendship Algorithm," Yes, he’s new at the zoo.",Leonard,02,13,[],1
7374,Series 02 Episode 13 – The Friendship Algorithm," Uh-oh, he’s stuck in an infinite loop.",Leonard,02,13,[],1
7402,Series 02 Episode 13 – The Friendship Algorithm,I’m sorry. Can we please just do it one more time?,Leonard,02,13,[],2
7404,Series 02 Episode 13 – The Friendship Algorithm,It’s a little thing but you really do miss it.,Leonard,02,13,[],1
7408,Series 02 Episode 13 – The Friendship Algorithm,How was rock climbing?,Leonard,02,13,[],1
7413,Series 02 Episode 13 – The Friendship Algorithm,Want some Chinese food?,Leonard,02,13,[],1
7415,Series 02 Episode 13 – The Friendship Algorithm,In the bathroom.,Leonard,02,13,[],1
7419,Series 02 Episode 13 – The Friendship Algorithm,What’s that?,Leonard,02,13,[],1
